,vol_req,seed,dU11,dU12,dU21,dU22
2682,0.3,30.0,0.5555,0.2355,0.2355,-0.1039
2683,0.3,30.0,0.246,-0.05,-0.05,0.175
2684,0.3,30.0,-0.0854,0.0588,0.0588,0.0548
2685,0.3,30.0,0.5553,0.0498,0.0498,0.4734
2686,0.3,30.0,0.1977,0.1076,0.1076,0.278
2687,0.3,30.0,-0.1111,-0.1196,-0.1196,0.5129
2688,0.3,30.0,-0.2231,0.0352,0.0352,-0.1519
2689,0.3,30.0,0.3531,0.0093,0.0093,0.3348
2690,0.3,30.0,0.3452,0.1707,0.1707,0.4592
2691,0.3,30.0,0.0891,-0.098,-0.098,0.669
2692,0.3,30.0,0.1137,0.0472,0.0472,0.0948
2693,0.3,30.0,0.6013,0.0027,0.0027,0.6273
2694,0.3,30.0,0.383,0.1453,0.1453,0.0089
2695,0.3,30.0,0.2903,-0.1874,-0.1874,0.0044
2696,0.3,30.0,-0.018,-0.045,-0.045,0.1421
2697,0.3,30.0,0.6418,-0.0838,-0.0838,0.5483
2698,0.3,30.0,0.3414,0.4111,0.4111,0.2147
2699,0.3,30.0,0.2932,-0.0064,-0.0064,0.2114
2700,0.3,30.0,-0.0394,0.0499,0.0499,-0.0319
2701,0.3,30.0,0.5156,0.0011,0.0011,0.4904
2702,0.3,30.0,0.0803,0.0471,0.0471,0.2801
2703,0.3,30.0,0.0135,-0.3274,-0.3274,0.3152
2704,0.3,30.0,0.0078,-0.1501,-0.1501,-0.1382
2705,0.3,30.0,0.2765,-0.0623,-0.0623,0.5387
2706,0.3,30.0,-0.1178,0.0047,0.0047,0.552
2707,0.3,30.0,0.2476,-0.2096,-0.2096,0.2575
2708,0.3,30.0,0.2454,0.0285,0.0285,-0.1565
2709,0.3,30.0,0.4545,0.2321,0.2321,0.5217
2710,0.3,30.0,0.3973,0.1212,0.1212,0.2409
2711,0.3,30.0,0.6688,-0.2131,-0.2131,0.0047
2712,0.3,30.0,-0.0997,-0.0477,-0.0477,-0.031
2713,0.3,30.0,0.4126,-0.0025,-0.0025,0.4056
2714,0.3,30.0,0.6513,0.0897,0.0897,0.0343
2715,0.3,30.0,0.4319,-0.1864,-0.1864,0.3195
2716,0.3,30.0,0.1972,-0.016,-0.016,0.1122
2717,0.3,30.0,0.6213,-0.0154,-0.0154,0.6329
2718,0.3,30.0,-0.1184,0.2062,0.2062,0.2244
2719,0.3,30.0,-0.1039,-0.1715,-0.1715,0.311
2720,0.3,30.0,0.004,-0.2138,-0.2138,0.0616
2721,0.3,30.0,0.6554,-0.0198,-0.0198,0.3392
2722,0.3,30.0,0.5296,0.2272,0.2272,-0.1656
2723,0.3,30.0,0.2817,-0.0854,-0.0854,0.168
2724,0.3,30.0,-0.0396,0.0485,0.0485,0.1561
2725,0.3,30.0,0.5992,0.1255,0.1255,0.474
2726,0.3,30.0,0.21,0.1758,0.1758,0.2131
2727,0.3,30.0,-0.1074,-0.002,-0.002,0.6197
2728,0.3,30.0,-0.1086,0.0471,0.0471,-0.0738
2729,0.3,30.0,0.4416,0.025,0.025,0.3023
2730,0.3,30.0,0.1973,0.1967,0.1967,0.6636
2731,0.3,30.0,0.3181,-0.1833,-0.1833,0.633
2732,0.3,30.0,0.059,-0.0096,-0.0096,0.0853
2733,0.3,30.0,0.5115,0.0138,0.0138,0.5317
2734,0.3,30.0,0.1516,0.1692,0.1692,0.0554
2735,0.3,30.0,0.4667,-0.0984,-0.0984,-0.2358
2736,0.3,30.0,-0.2116,-0.0122,-0.0122,-0.1003
2737,0.3,30.0,0.3891,-0.0656,-0.0656,0.3609
2738,0.3,30.0,0.425,0.1552,0.1552,0.193
2739,0.3,30.0,0.4912,-0.1547,-0.1547,0.0794
2740,0.3,30.0,0.1752,0.0098,0.0098,0.1939
2741,0.3,30.0,0.7114,-0.0097,-0.0097,0.7314
2742,0.3,30.0,-0.1678,0.1123,0.1123,0.463
2743,0.3,30.0,0.086,-0.138,-0.138,0.1812
2744,0.3,30.0,0.0114,-0.0039,-0.0039,-0.0708
2745,0.3,30.0,0.4923,-0.0837,-0.0837,0.5076
2746,0.3,30.0,0.1701,0.3044,0.3044,0.4444
2747,0.3,30.0,0.1525,-0.0605,-0.0605,0.4192
2748,0.3,30.0,0.0138,0.1213,0.1213,-0.1166
2749,0.3,30.0,0.3579,0.0541,0.0541,0.5552
2750,0.3,30.0,0.3731,0.0145,0.0145,0.2054
2751,0.3,30.0,0.3065,-0.3919,-0.3919,0.1789
2752,0.3,30.0,-0.1436,-0.0057,-0.0057,0.041
2753,0.3,30.0,0.4965,-0.1255,-0.1255,0.4787
2754,0.3,30.0,0.3821,0.2905,0.2905,0.1348
2755,0.3,30.0,0.3897,-0.061,-0.061,0.0954
2756,0.3,30.0,-0.1321,0.1508,0.1508,0.0417
2757,0.3,30.0,0.6313,0.0843,0.0843,0.3365
2758,0.3,30.0,0.2368,0.0165,0.0165,0.4094
2759,0.3,30.0,0.2313,-0.3626,-0.3626,0.3715
2760,0.3,30.0,-0.066,0.0076,0.0076,-0.0024
2761,0.3,30.0,0.4712,-0.0022,-0.0022,0.4723
2762,0.3,30.0,0.2004,0.246,0.246,0.594
2763,0.3,30.0,0.2288,-0.0971,-0.0971,0.4764
2764,0.3,30.0,0.0366,-0.0451,-0.0451,0.1197
2765,0.3,30.0,0.6792,-0.0636,-0.0636,0.5402
2766,0.3,30.0,0.2921,0.0702,0.0702,-0.1436
2767,0.3,30.0,0.1317,-0.2483,-0.2483,-0.0299
2768,0.3,30.0,-0.2165,-0.0297,-0.0297,-0.1932
2769,0.3,30.0,0.2666,0.0004,0.0004,0.2687
2770,0.3,30.0,0.4925,0.1283,0.1283,0.2072
2771,0.3,30.0,0.6329,-0.2607,-0.2607,0.1676
2772,0.3,30.0,0.1297,0.029,0.029,0.2121
2773,0.3,30.0,0.7008,0.0863,0.0863,0.5817
2774,0.3,30.0,0.1014,0.2658,0.2658,0.2361
2775,0.3,30.0,-0.0281,-0.0615,-0.0615,0.4394
2776,0.3,30.0,0.078,-0.1557,-0.1557,0.0459
2777,0.3,30.0,0.3772,-0.0131,-0.0131,0.626
2778,0.3,30.0,-0.1349,0.2341,0.2341,0.6125
2779,0.3,30.0,0.2089,-0.083,-0.083,0.3122
2780,0.3,30.0,0.1018,0.0307,0.0307,-0.0138
2781,0.3,30.0,0.475,0.0809,0.0809,0.559
2782,0.3,30.0,0.1743,0.165,0.165,0.166
2783,0.3,30.0,0.589,-0.013,-0.013,-0.1779
2784,0.3,30.0,-0.0655,-0.0507,-0.0507,-0.1339
2785,0.3,30.0,0.3237,-0.0178,-0.0178,0.376
2786,0.3,30.0,0.0645,0.0744,0.0744,0.6115
2787,0.3,30.0,0.284,-0.2447,-0.2447,0.4157
2788,0.3,30.0,0.1783,-0.0106,-0.0106,0.2295
2789,0.3,30.0,0.6724,-0.0038,-0.0038,0.6694
2790,0.3,30.0,0.2832,0.2424,0.2424,-0.137
2791,0.3,30.0,0.2837,-0.1496,-0.1496,-0.0547
2792,0.3,30.0,-0.0186,-0.0556,-0.0556,0.038
2793,0.3,30.0,0.5198,-0.0144,-0.0144,0.4638
2794,0.3,30.0,0.7329,0.018,0.018,-0.0869
2795,0.3,30.0,0.3691,-0.1288,-0.1288,0.3584
2796,0.3,30.0,-0.1278,0.0099,0.0099,0.0373
2797,0.3,30.0,0.4344,0.1349,0.1349,0.4043
2798,0.3,30.0,0.17,0.0464,0.0464,0.2256
2799,0.3,30.0,-0.1517,-0.2403,-0.2403,0.6326
2800,0.3,30.0,0.1583,-0.095,-0.095,-0.1676
2801,0.3,30.0,0.3921,-0.1869,-0.1869,0.6148
2802,0.3,30.0,0.117,0.343,0.343,0.2426
2803,0.3,30.0,0.0055,-0.0223,-0.0223,0.2609
2804,0.3,30.0,0.0555,0.1615,0.1615,0.0374
2805,0.3,30.0,0.4611,0.0064,0.0064,0.6986
2806,0.3,30.0,0.4705,0.0768,0.0768,0.1163
2807,0.3,30.0,0.3833,-0.263,-0.263,0.1532
2808,0.3,30.0,-0.1016,0.0412,0.0412,-0.1898
2809,0.3,30.0,0.3725,0.0237,0.0237,0.4176
2810,0.3,30.0,0.4828,0.2147,0.2147,0.347
2811,0.3,30.0,0.6415,-0.0749,-0.0749,0.153
2812,0.3,30.0,0.0418,0.0223,0.0223,0.0522
2813,0.3,30.0,0.5869,0.002,0.002,0.5693
2814,0.3,30.0,0.0313,0.1107,0.1107,0.3053
2815,0.3,30.0,-0.0268,-0.2105,-0.2105,0.3159
2816,0.3,30.0,-0.1177,-0.0326,-0.0326,-0.021
2817,0.3,30.0,0.4015,-0.0286,-0.0286,0.3627
2818,0.3,30.0,0.3811,0.2707,0.2707,0.2345
2819,0.3,30.0,0.5598,-0.0646,-0.0646,0.0756
2820,0.3,30.0,0.1745,-0.021,-0.021,0.1571
2821,0.3,30.0,0.6382,-0.0033,-0.0033,0.6547
2822,0.3,30.0,-0.1278,0.2067,0.2067,0.3501
2823,0.3,30.0,-0.0072,-0.1658,-0.1658,0.2848
2824,0.3,30.0,0.0932,-0.0262,-0.0262,-0.0094
2825,0.3,30.0,0.5055,-0.0324,-0.0324,0.5388
2826,0.3,30.0,0.2723,0.4049,0.4049,0.3093
2827,0.3,30.0,0.2095,-0.0053,-0.0053,0.4576
2828,0.3,30.0,-0.0749,0.0855,0.0855,-0.0959
2829,0.3,30.0,0.2648,0.0149,0.0149,0.5288
2830,0.3,30.0,0.2816,0.0264,0.0264,0.1939
2831,0.3,30.0,0.502,-0.3894,-0.3894,0.0237
2832,0.3,30.0,-0.1327,-0.1569,-0.1569,0.0511
2833,0.3,30.0,0.6698,-0.1151,-0.1151,0.2844
2834,0.3,30.0,0.5521,0.0622,0.0622,-0.1201
2835,0.3,30.0,0.1808,-0.121,-0.121,0.1384
2836,0.3,30.0,-0.0878,0.0094,0.0094,0.2372
2837,0.3,30.0,0.6204,0.1178,0.1178,0.6075
2838,0.3,30.0,0.1882,0.1761,0.1761,0.3417
2839,0.3,30.0,-0.028,-0.115,-0.115,0.496
2840,0.3,30.0,-0.2268,0.0505,0.0505,-0.1327
2841,0.3,30.0,0.3841,0.0164,0.0164,0.3495
2842,0.3,30.0,0.2428,0.065,0.065,0.6556
2843,0.3,30.0,0.3538,-0.236,-0.236,0.4974
2844,0.3,30.0,0.0947,0.005,0.005,0.0519
2845,0.3,30.0,0.6119,0.0098,0.0098,0.6164
2846,0.3,30.0,0.2531,0.138,0.138,0.0307
2847,0.3,30.0,0.3198,-0.1715,-0.1715,-0.1031
2848,0.3,30.0,-0.0797,-0.0913,-0.0913,-0.0913
2849,0.3,30.0,0.3328,-0.0092,-0.0092,0.5856
2850,0.3,30.0,0.0031,0.1236,0.1236,0.582
2851,0.3,30.0,0.2099,-0.1461,-0.1461,0.3317
2852,0.3,30.0,0.1378,0.0904,0.0904,-0.1753
2853,0.3,30.0,0.4389,0.1412,0.1412,0.6012
2854,0.3,30.0,0.3121,0.0795,0.0795,0.2815
2855,0.3,30.0,0.6211,-0.0695,-0.0695,-0.0905
2856,0.3,30.0,-0.063,0.0309,0.0309,-0.0778
2857,0.3,30.0,0.4465,-0.0003,-0.0003,0.4442
2858,0.3,30.0,0.6805,0.197,0.197,0.1861
2859,0.3,30.0,0.4765,-0.1246,-0.1246,0.2814
2860,0.3,30.0,0.1452,-0.0355,-0.0355,0.0678
2861,0.3,30.0,0.5745,-0.0761,-0.0761,0.7135
2862,0.3,30.0,-0.0212,0.2096,0.2096,0.1131
2863,0.3,30.0,-0.2232,-0.0778,-0.0778,0.2569
2864,0.3,30.0,-0.1554,-0.0098,-0.0098,-0.2056
2865,0.3,30.0,0.3043,-0.0035,-0.0035,0.3071
2866,0.3,30.0,0.2005,0.1393,0.1393,0.4502
2867,0.3,30.0,0.1049,-0.2291,-0.2291,0.6194
2868,0.3,30.0,0.1694,0.0437,0.0437,0.1081
2869,0.3,30.0,0.5271,0.0577,0.0577,0.695
2870,0.3,30.0,0.464,0.0661,0.0661,-0.062
2871,0.3,30.0,0.2965,-0.231,-0.231,0.1756
2872,0.3,30.0,-0.0684,-0.0159,-0.0159,0.237
2873,0.3,30.0,0.5552,-0.1272,-0.1272,0.5279
2874,0.3,30.0,0.4493,0.3709,0.3709,-0.0168
2875,0.3,30.0,0.3008,-0.0502,-0.0502,0.14
2876,0.3,30.0,-0.0192,0.062,0.062,0.0469
2877,0.3,30.0,0.5612,0.0399,0.0399,0.4084
2878,0.3,30.0,0.0405,0.0042,0.0042,0.3605
2879,0.3,30.0,0.2243,-0.3786,-0.3786,0.2513
2880,0.3,30.0,0.2039,-0.0236,-0.0236,-0.152
2881,0.3,30.0,0.4877,-0.1319,-0.1319,0.5205
2882,0.3,30.0,-0.0181,0.3178,0.3178,0.3957
2883,0.3,30.0,0.1106,-0.0713,-0.0713,0.3252
2884,0.3,30.0,0.0931,0.0725,0.0725,0.0216
2885,0.3,30.0,0.4427,0.0472,0.0472,0.6326
2886,0.3,30.0,0.4167,0.0014,0.0014,0.0085
2887,0.3,30.0,0.2567,-0.3294,-0.3294,0.2538
2888,0.3,30.0,-0.0209,0.0294,0.0294,-0.1792
2889,0.3,30.0,0.346,0.0963,0.0963,0.4155
2890,0.3,30.0,0.6141,0.2069,0.2069,0.2642
2891,0.3,30.0,0.6711,-0.1763,-0.1763,0.2623
2892,0.3,30.0,0.0983,-0.0345,-0.0345,0.048
2893,0.3,30.0,0.5053,-0.0113,-0.0113,0.5361
2894,0.3,30.0,-0.0919,0.0555,0.0555,0.297
2895,0.3,30.0,0.0272,-0.3164,-0.3164,0.2058
2896,0.3,30.0,-0.1402,-0.0852,-0.0852,-0.1777
2897,0.3,30.0,0.2808,-0.0211,-0.0211,0.4749
2898,0.3,30.0,0.1325,0.1344,0.1344,0.4912
2899,0.3,30.0,0.1466,-0.1798,-0.1798,0.418
2900,0.3,30.0,0.217,0.0357,0.0357,0.1424
2901,0.3,30.0,0.7191,0.0074,0.0074,0.7336
2902,0.3,30.0,0.2523,0.2794,0.2794,0.0527
2903,0.3,30.0,0.2899,-0.0559,-0.0559,-0.0323
2904,0.3,30.0,-0.0414,-0.0731,-0.0731,-0.0278
2905,0.3,30.0,0.6185,-0.0103,-0.0103,0.3911
2906,0.3,30.0,0.6462,0.1498,0.1498,-0.0221
2907,0.3,30.0,0.3288,-0.1057,-0.1057,0.2331
2908,0.3,30.0,-0.2109,0.0838,0.0838,0.1025
2909,0.3,30.0,0.5243,0.1184,0.1184,0.3948
2910,0.3,30.0,0.2847,0.0443,0.0443,0.2998
2911,0.3,30.0,-0.1744,-0.0669,-0.0669,0.654
2912,0.3,30.0,-0.1743,0.0181,0.0181,-0.2103
2913,0.3,30.0,0.3668,-0.0176,-0.0176,0.331
2914,0.3,30.0,0.6008,0.0651,0.0651,0.2135
2915,0.3,30.0,0.4603,-0.2538,-0.2538,0.2881
2916,0.3,30.0,0.0224,0.0159,0.0159,0.1801
2917,0.3,30.0,0.6261,0.0427,0.0427,0.6081
2918,0.3,30.0,0.0729,0.1613,0.1613,0.3247
2919,0.3,30.0,-0.0669,-0.1615,-0.1615,0.3555
2920,0.3,30.0,0.115,-0.0997,-0.0997,0.0033
2921,0.3,30.0,0.4792,-0.0661,-0.0661,0.717
2922,0.3,30.0,-0.1522,0.0663,0.0663,0.7144
2923,0.3,30.0,0.2493,-0.0014,-0.0014,0.2497
2924,0.3,30.0,0.0396,0.006,0.006,-0.1208
2925,0.3,30.0,0.5042,0.0448,0.0448,0.5116
2926,0.3,30.0,0.2191,0.0726,0.0726,0.1509
2927,0.3,30.0,0.5164,-0.1636,-0.1636,-0.1975
2928,0.3,30.0,-0.1855,-0.0579,-0.0579,0.0533
2929,0.3,30.0,0.4587,-0.1056,-0.1056,0.3587
2930,0.3,30.0,0.222,0.3007,0.3007,0.2142
2931,0.3,30.0,0.4897,-0.0052,-0.0052,0.0137
2932,0.3,30.0,0.013,0.175,0.175,0.0621
2933,0.3,30.0,0.6914,0.0281,0.0281,0.2985
2934,0.3,30.0,0.1823,0.0924,0.0924,0.4694
2935,0.3,30.0,0.1369,-0.302,-0.302,0.5229
2936,0.3,30.0,-0.0458,-0.0133,-0.0133,-0.0828
2937,0.3,30.0,0.4208,0.018,0.018,0.3954
2938,0.3,30.0,0.2617,0.2736,0.2736,0.422
2939,0.3,30.0,0.1651,-0.0641,-0.0641,0.5884
2940,0.3,30.0,0.1198,-0.0689,-0.0689,0.1719
2941,0.3,30.0,0.683,-0.018,-0.018,0.5885
2942,0.3,30.0,0.2893,0.19,0.19,-0.1659
2943,0.3,30.0,0.2446,-0.1809,-0.1809,-0.0552
2944,0.3,30.0,-0.0471,-0.1231,-0.1231,0.0349
2945,0.3,30.0,0.5271,-0.0289,-0.0289,0.3588
2946,0.3,30.0,0.4812,0.2436,0.2436,-0.0067
2947,0.3,30.0,0.3965,-0.1347,-0.1347,0.1321
2948,0.3,30.0,-0.1423,0.1006,0.1006,0.1179
2949,0.3,30.0,0.56,0.1425,0.1425,0.3407
2950,0.3,30.0,0.27,0.1342,0.1342,0.3248
2951,0.3,30.0,-0.0827,-0.0849,-0.0849,0.7358
2952,0.3,30.0,-0.0197,-0.0046,-0.0046,-0.021
2953,0.3,30.0,0.4925,0.0054,0.0054,0.4242
2954,0.3,30.0,0.0449,0.1687,0.1687,0.6445
2955,0.3,30.0,0.3153,-0.1637,-0.1637,0.4957
2956,0.3,30.0,0.0187,-0.0432,-0.0432,0.2037
2957,0.3,30.0,0.5985,-0.048,-0.048,0.554
2958,0.3,30.0,0.0677,0.246,0.246,0.0295
2959,0.3,30.0,0.3536,-0.0226,-0.0226,-0.2014
2960,0.3,30.0,-0.229,-0.0,-0.0,-0.2241
2961,0.3,30.0,0.2894,-0.0279,-0.0279,0.2883
2962,0.3,30.0,0.4617,0.1397,0.1397,0.3271
2963,0.3,30.0,0.6366,-0.1347,-0.1347,0.0735
2964,0.3,30.0,0.0919,0.0832,0.0832,0.1995
2965,0.3,30.0,0.7141,0.0299,0.0299,0.6198
2966,0.3,30.0,-0.0595,0.0356,0.0356,0.464
2967,0.3,30.0,0.1392,-0.2296,-0.2296,0.2062
2968,0.3,30.0,0.1307,-0.036,-0.036,-0.1127
2969,0.3,30.0,0.51,-0.1476,-0.1476,0.5982
2970,0.3,30.0,0.0169,0.3286,0.3286,0.4875
2971,0.3,30.0,0.1975,-0.0351,-0.0351,0.2959
2972,0.3,30.0,0.0721,0.0634,0.0634,-0.0344
2973,0.3,30.0,0.4861,0.0466,0.0466,0.5991
2974,0.3,30.0,0.3195,0.0434,0.0434,0.0878
2975,0.3,30.0,0.2959,-0.3199,-0.3199,0.0492
2976,0.3,30.0,-0.119,-0.0195,-0.0195,-0.1784
2977,0.3,30.0,0.3672,-0.0473,-0.0473,0.4297
2978,0.3,30.0,0.3149,0.2485,0.2485,0.3801
2979,0.3,30.0,0.1217,-0.0278,-0.0278,0.5582
2980,0.3,30.0,0.1747,-0.0065,-0.0065,0.1749
2981,0.3,30.0,0.7263,-0.0,-0.0,0.6746
2982,0.3,30.0,0.358,0.121,0.121,-0.1371
2983,0.3,30.0,0.1585,-0.162,-0.162,-0.0034
2984,0.3,30.0,-0.0362,-0.0239,-0.0239,0.0199
2985,0.3,30.0,0.5459,-0.043,-0.043,0.4723
2986,0.3,30.0,0.4937,0.3542,0.3542,0.2337
2987,0.3,30.0,0.4123,-0.0326,-0.0326,0.2327
2988,0.3,30.0,-0.1121,0.1303,0.1303,-0.0366
2989,0.3,30.0,0.5287,0.0223,0.0223,0.3692
2990,0.3,30.0,0.2027,0.0236,0.0236,0.2677
2991,0.3,30.0,-0.062,-0.3588,-0.3588,0.4693
2992,0.3,30.0,0.1381,-0.178,-0.178,-0.1275
2993,0.3,30.0,0.3469,-0.1117,-0.1117,0.6409
2994,0.3,30.0,-0.2335,0.0818,0.0818,0.496
2995,0.3,30.0,0.1496,-0.1518,-0.1518,0.2147
2996,0.3,30.0,0.1938,0.039,0.039,-0.027
2997,0.3,30.0,0.4883,0.155,0.155,0.5967
2998,0.3,30.0,0.4128,0.1548,0.1548,0.1149
2999,0.3,30.0,0.519,-0.2143,-0.2143,0.0757
3000,0.3,30.0,-0.0934,0.0246,0.0246,-0.1153
3001,0.3,30.0,0.2946,0.0272,0.0272,0.4141
3002,0.3,30.0,0.6469,0.024,0.024,0.1484
3003,0.3,30.0,0.4392,-0.28,-0.28,0.3909
3004,0.3,30.0,0.0745,0.0016,0.0016,0.0932
3005,0.3,30.0,0.5444,0.0226,0.0226,0.5369
3006,0.3,30.0,0.0298,0.2016,0.2016,0.2476
3007,0.3,30.0,-0.111,-0.1548,-0.1548,0.4582
3008,0.3,30.0,-0.1581,0.0085,0.0085,-0.1509
3009,0.3,30.0,0.3605,0.0211,0.0211,0.2604
3010,0.3,30.0,0.1792,0.0133,0.0133,0.5738
3011,0.3,30.0,0.3816,-0.3227,-0.3227,0.4268
3012,0.3,30.0,0.1288,0.002,0.002,0.1075
3013,0.3,30.0,0.5912,0.0492,0.0492,0.6107
3014,0.3,30.0,0.2772,0.2298,0.2298,0.0098
3015,0.3,30.0,0.4308,-0.1311,-0.1311,-0.0302
3016,0.3,30.0,0.0322,-0.0795,-0.0795,0.1579
3017,0.3,30.0,0.6291,-0.053,-0.053,0.4941
3018,0.3,30.0,0.7045,0.1092,0.1092,-0.1996
3019,0.3,30.0,0.2989,-0.0874,-0.0874,0.2562
3020,0.3,30.0,-0.0026,0.0038,0.0038,0.0215
3021,0.3,30.0,0.4738,0.047,0.047,0.443
3022,0.3,30.0,0.0642,0.1023,0.1023,0.2536
3023,0.3,30.0,-0.1027,-0.2622,-0.2622,0.4748
3024,0.3,30.0,0.0206,-0.1002,-0.1002,-0.2013
3025,0.3,30.0,0.3252,-0.122,-0.122,0.5414
3026,0.3,30.0,0.1445,0.2739,0.2739,0.3567
3027,0.3,30.0,0.0627,-0.0623,-0.0623,0.3765
3028,0.3,30.0,0.0488,0.2253,0.2253,-0.0658
3029,0.3,30.0,0.3416,0.0512,0.0512,0.7395
3030,0.3,30.0,0.4206,0.0614,0.0614,0.2443
3031,0.3,30.0,0.526,-0.2939,-0.2939,0.1198
3032,0.3,30.0,-0.0992,-0.0055,-0.0055,-0.0819
3033,0.3,30.0,0.4628,-0.0454,-0.0454,0.4066
3034,0.3,30.0,0.4074,0.3097,0.3097,0.3451
3035,0.3,30.0,0.5268,-0.0202,-0.0202,0.1586
3036,0.3,30.0,0.1335,-0.0158,-0.0158,0.1325
3037,0.3,30.0,0.6029,-0.0015,-0.0015,0.6937
3038,0.3,30.0,-0.1067,0.1084,0.1084,0.302
3039,0.3,30.0,-0.0494,-0.2052,-0.2052,0.1663
3040,0.3,30.0,-0.1537,-0.0432,-0.0432,0.1611
3041,0.3,30.0,0.5813,-0.2053,-0.2053,0.4724
3042,0.3,30.0,0.4426,0.3334,0.3334,-0.0039
3043,0.3,30.0,0.2615,-0.0503,-0.0503,0.1143
3044,0.3,30.0,-0.048,0.1018,0.1018,0.1289
3045,0.3,30.0,0.6407,0.0758,0.0758,0.4672
3046,0.3,30.0,0.1199,0.0539,0.0539,0.3847
3047,0.3,30.0,0.0912,-0.306,-0.306,0.3387
3048,0.3,30.0,-0.1916,0.0034,0.0034,-0.0488
3049,0.3,30.0,0.4036,0.0522,0.0522,0.3995
3050,0.3,30.0,0.3507,0.232,0.232,0.5851
3051,0.3,30.0,0.2639,-0.0905,-0.0905,0.6136
3052,0.3,30.0,0.0279,0.008,0.008,0.0182
3053,0.3,30.0,0.577,-0.0042,-0.0042,0.5632
3054,0.3,30.0,0.2549,0.017,0.017,-0.029
3055,0.3,30.0,0.1439,-0.3291,-0.3291,0.067
3056,0.3,30.0,-0.1317,-0.0693,-0.0693,-0.1064
3057,0.3,30.0,0.3899,-0.0094,-0.0094,0.2854
3058,0.3,30.0,0.492,0.1254,0.1254,0.0669
3059,0.3,30.0,0.473,-0.2664,-0.2664,0.1559
3060,0.3,30.0,0.244,-0.0079,-0.0079,0.2075
3061,0.3,30.0,0.6883,0.0174,0.0174,0.673
3062,0.3,30.0,0.1086,0.3592,0.3592,0.1519
3063,0.3,30.0,-0.02,-0.0088,-0.0088,0.3228
3064,0.3,30.0,0.0327,-0.0822,-0.0822,-0.0183
3065,0.3,30.0,0.4254,-0.0114,-0.0114,0.4997
3066,0.3,30.0,0.0179,0.2429,0.2429,0.5373
3067,0.3,30.0,0.2,-0.1221,-0.1221,0.4299
3068,0.3,30.0,0.04,0.0653,0.0653,-0.1228
3069,0.3,30.0,0.355,0.1126,0.1126,0.5392
3070,0.3,30.0,0.2659,0.1073,0.1073,0.2154
3071,0.3,30.0,0.704,-0.0932,-0.0932,-0.1205
3072,0.4,40.0,0.0369,0.005,0.005,-0.1039
3073,0.4,40.0,0.3275,-0.0054,-0.0054,0.3235
3074,0.4,40.0,0.5943,0.213,0.213,0.3048
3075,0.4,40.0,0.4684,-0.1372,-0.1372,-0.0422
3076,0.4,40.0,-0.0491,-0.0915,-0.0915,-0.1512
3077,0.4,40.0,0.5853,-0.0331,-0.0331,0.6796
3078,0.4,40.0,-0.1484,0.1062,0.1062,0.4426
3079,0.4,40.0,0.2822,-0.1056,-0.1056,0.2941
3080,0.4,40.0,0.1546,0.0038,0.0038,0.216
3081,0.4,40.0,0.495,-0.0725,-0.0725,0.5286
3082,0.4,40.0,0.0406,0.2098,0.2098,0.4548
3083,0.4,40.0,-0.1521,-0.1028,-0.1028,0.2337
3084,0.4,40.0,-0.0932,0.0864,0.0864,-0.182
3085,0.4,40.0,0.479,0.0791,0.0791,0.6442
3086,0.4,40.0,0.2791,0.0228,0.0228,0.095
3087,0.4,40.0,0.3971,-0.2892,-0.2892,0.3162
3088,0.4,40.0,0.1115,-0.0083,-0.0083,0.1176
3089,0.4,40.0,0.6794,-0.0112,-0.0112,0.2648
3090,0.4,40.0,0.5962,0.2086,0.2086,-0.1491
3091,0.4,40.0,0.373,-0.2001,-0.2001,0.0984
3092,0.4,40.0,-0.027,-0.0372,-0.0372,-0.1375
3093,0.4,40.0,0.4493,0.0939,0.0939,0.3463
3094,0.4,40.0,0.2824,0.103,0.103,0.2955
3095,0.4,40.0,0.2498,-0.0678,-0.0678,0.6051
3096,0.4,40.0,-0.0278,0.1366,0.1366,0.0375
3097,0.4,40.0,0.4902,0.0047,0.0047,0.4255
3098,0.4,40.0,0.0665,0.1269,0.1269,0.5661
3099,0.4,40.0,-0.1026,-0.348,-0.348,0.5743
3100,0.4,40.0,-0.0486,-0.1119,-0.1119,0.1772
3101,0.4,40.0,0.5915,0.0948,0.0948,0.69
3102,0.4,40.0,0.1683,0.2109,0.2109,0.1114
3103,0.4,40.0,0.3579,-0.0393,-0.0393,0.0157
3104,0.4,40.0,0.1772,-0.072,-0.072,0.0553
3105,0.4,40.0,0.3706,-0.0308,-0.0308,0.5111
3106,0.4,40.0,-0.1139,0.0632,0.0632,0.7144
3107,0.4,40.0,0.0404,-0.2104,-0.2104,0.1501
3108,0.4,40.0,-0.2204,-0.0052,-0.0052,-0.1823
3109,0.4,40.0,0.4799,0.1228,0.1228,0.5197
3110,0.4,40.0,0.3415,0.2101,0.2101,0.1619
3111,0.4,40.0,0.6389,-0.1823,-0.1823,0.1999
3112,0.4,40.0,0.183,0.1046,0.1046,0.016
3113,0.4,40.0,0.2847,0.03,0.03,0.3783
3114,0.4,40.0,0.5242,0.0084,0.0084,0.1379
3115,0.4,40.0,0.3366,-0.3327,-0.3327,0.1066
3116,0.4,40.0,0.0729,-0.0162,-0.0162,-0.0236
3117,0.4,40.0,0.6342,-0.0017,-0.0017,0.6343
3118,0.4,40.0,-0.111,0.2054,0.2054,0.1577
3119,0.4,40.0,0.1506,-0.1113,-0.1113,0.4243
