,dU11,dU12,dU21,dU22,vol_req,seed
2081,0.8806,0.0803,0.0803,-0.1304,0.3771,38.0
2082,0.9008,-0.1891,-0.1891,0.3186,0.2097,21.0
2083,-0.079,-0.0029,-0.0029,-0.0749,0.4954,50.0
2084,0.2605,-0.2071,-0.2071,0.6759,0.3991,40.0
2085,0.2463,0.2143,0.2143,0.4281,0.2208,22.0
2086,0.6139,0.1569,0.1569,0.6041,0.2783,28.0
2087,-0.3917,0.0123,0.0123,-0.328,0.1175,12.0
2088,-0.0194,-0.6372,-0.6372,0.3713,0.2678,27.0
2089,0.002,0.0291,0.0291,0.6482,0.4373,44.0
2090,0.4923,0.0345,0.0345,0.3528,0.1566,16.0
2091,-0.2311,0.1746,0.1746,0.0709,0.3227,32.0
2092,0.5653,-0.1754,-0.1754,0.0956,0.3327,33.0
2093,0.2198,0.3597,0.3597,-0.202,0.0631,6.0
2094,0.7871,0.1096,0.1096,0.8116,0.4572,46.0
2095,-0.1809,-0.0552,-0.0552,0.2109,0.1627,16.0
2096,0.6488,-0.0502,-0.0502,-0.1282,0.29,29.0
2097,0.6795,0.3806,0.3806,0.4785,0.133,13.0
2098,0.5105,-0.0637,-0.0637,0.4081,0.4155,42.0
2099,-0.0563,0.1096,0.1096,-0.4619,0.2333,23.0
2100,0.1833,-0.1503,-0.1503,0.3346,0.1972,20.0
2101,-0.1489,0.2189,0.2189,0.3657,0.4789,48.0
2102,0.7228,-0.0265,-0.0265,0.875,0.0865,9.0
2103,-0.1906,-0.2363,-0.2363,-0.2147,0.3655,37.0
2104,-0.3681,-0.0101,-0.0101,0.5081,0.4697,47.0
2105,0.0072,0.4997,0.4997,0.4008,0.1792,18.0
2106,0.6358,-0.0598,-0.0598,0.746,0.3483,35.0
2107,0.1214,0.0195,0.0195,0.2042,0.0747,7.0
2108,0.7117,-0.4232,-0.4232,0.1816,0.1449,14.0
2109,0.2707,0.1153,0.1153,-0.0488,0.3071,31.0
2110,0.2795,0.0597,0.0597,0.85,0.2514,25.0
2111,-0.2565,-0.0483,-0.0483,-0.2376,0.4248,42.0
2112,0.4228,-0.1158,-0.1158,-0.2842,0.1809,18.0
2113,0.2685,0.617,0.617,0.1665,0.4679,47.0
2114,0.6271,-0.198,-0.198,0.4361,0.0729,7.0
2115,-0.0184,-0.0447,-0.0447,0.0803,0.3501,35.0
2116,0.368,-0.2941,-0.2941,0.8235,0.3054,31.0
2117,-0.0202,0.1704,0.1704,0.5687,0.1466,15.0
2118,0.7214,0.0209,0.0209,0.3408,0.4265,43.0
2119,-0.2181,-0.1181,-0.1181,-0.2884,0.2496,25.0
2120,-0.4319,-0.1247,-0.1247,0.6588,0.1277,13.0
2121,0.4119,0.2437,0.2437,0.4911,0.2952,30.0
2122,0.4857,-0.0664,-0.0664,0.5721,0.2386,24.0
2123,-0.3759,0.148,0.148,0.062,0.4102,41.0
2124,0.3033,-0.1352,-0.1352,0.0448,0.4842,48.0
2125,0.3548,0.1353,0.1353,-0.2692,0.1919,19.0
2126,0.8581,0.0021,0.0021,0.9545,0.3602,36.0
2127,-0.0886,-0.072,-0.072,-0.037,0.0918,9.0
2128,0.3443,-0.5255,-0.5255,0.3431,0.4426,44.0
2129,0.8965,0.1698,0.1698,0.0591,0.2625,26.0
2130,0.4183,0.0016,0.0016,0.4218,0.3174,32.0
2131,-0.0555,0.1175,0.1175,-0.1604,0.1618,16.0
2132,0.1654,-0.108,-0.108,0.5213,0.0578,6.0
2133,-0.2801,0.3955,0.3955,0.2933,0.338,34.0
2134,0.6653,0.0029,0.0029,0.6641,0.1679,17.0
2135,0.1872,-0.0589,-0.0589,-0.4775,0.4519,45.0
2136,-0.072,-0.2851,-0.2851,0.0095,0.3753,38.0
2137,-0.1948,0.127,0.127,0.7691,0.1039,10.0
2138,0.6059,-0.1135,-0.1135,0.8905,0.4972,50.0
2139,-0.0332,0.1119,0.1119,0.0923,0.2079,21.0
2140,0.7368,-0.2084,-0.2084,-0.0436,0.2225,22.0
2141,0.2346,0.0489,0.0489,0.1533,0.3973,40.0
2142,0.6536,0.1805,0.1805,0.776,0.1157,12.0
2143,-0.2515,0.0025,0.0025,-0.3204,0.2801,28.0
2144,0.0224,-0.4191,-0.4191,0.4935,0.4488,45.0
2145,0.1669,0.2481,0.2481,0.7902,0.172,17.0
2146,0.2792,-0.0252,-0.0252,0.4714,0.3412,34.0
2147,-0.2601,0.1266,0.1266,-0.2238,0.0536,5.0
2148,0.3067,-0.0042,-0.0042,0.1881,0.1517,15.0
2149,0.2997,0.33,0.33,0.0755,0.3284,33.0
2150,0.9477,-0.0681,-0.0681,0.8343,0.2725,27.0
2151,-0.3193,-0.0675,-0.0675,-0.0661,0.4317,43.0
2152,0.288,-0.4819,-0.4819,-0.1411,0.2831,28.0
2153,0.4944,0.3661,0.3661,-0.2877,0.1118,11.0
2154,0.7046,-0.0374,-0.0374,0.5207,0.3944,39.0
2155,0.1797,-0.0629,-0.0629,0.1797,0.2264,23.0
2156,0.0567,-0.0674,-0.0674,0.8137,0.2181,22.0
2157,0.141,0.2033,0.2033,0.2279,0.4861,49.0
2158,0.8267,0.2345,0.2345,0.4872,0.0936,9.0
2159,-0.2803,0.0229,0.0229,-0.205,0.3865,39.0
2160,-0.1188,-0.1602,-0.1602,0.3556,0.2609,26.0
2161,0.027,0.518,0.518,0.7025,0.4161,42.0
2162,0.59,-0.2654,-0.2654,0.6768,0.1353,14.0
2163,0.0574,-0.0059,-0.0059,0.006,0.3158,32.0
2164,0.4466,-0.2597,-0.2597,0.2599,0.3537,35.0
2165,0.4796,0.0067,0.0067,0.1613,0.0702,7.0
2166,0.5685,0.0234,0.0234,0.6766,0.4644,46.0
2167,-0.4347,0.0131,0.0131,-0.4598,0.1836,18.0
2168,0.7513,-0.446,-0.446,-0.233,0.0811,8.0
2169,0.5072,0.388,0.388,0.1337,0.37,37.0
2170,0.4338,0.1496,0.1496,0.4584,0.2025,20.0
2171,0.2317,0.0648,0.0648,-0.1632,0.4745,47.0
2172,0.1314,-0.2642,-0.2642,0.2884,0.406,41.0
2173,-0.3551,0.0384,0.0384,0.3398,0.242,24.0
2174,0.8181,0.0062,0.0062,0.7966,0.2996,30.0
2175,0.0582,-0.1689,-0.1689,-0.2029,0.1243,12.0
2176,-0.0302,-0.3104,-0.3104,0.0997,0.3129,31.0
2177,-0.296,0.107,0.107,0.8057,0.1383,14.0
2178,0.3706,-0.134,-0.134,0.7994,0.4209,42.0
2179,-0.0168,-0.0203,-0.0203,-0.046,0.2561,26.0
2180,0.6343,-0.1522,-0.1522,0.3038,0.1883,19.0
2181,0.4884,0.1668,0.1668,0.3314,0.4597,46.0
2182,0.6783,0.0634,0.0634,0.6814,0.0672,7.0
2183,-0.3973,0.0029,0.0029,-0.4121,0.3567,36.0
2184,0.4998,-0.6535,-0.6535,0.0451,0.4786,48.0
2185,0.6717,0.0192,0.0192,-0.0687,0.1984,20.0
2186,0.3334,0.034,0.034,0.4682,0.3677,37.0
2187,0.0415,0.0858,0.0858,-0.1046,0.0834,8.0
2188,0.0621,-0.1388,-0.1388,0.4073,0.122,12.0
2189,-0.1913,0.327,0.327,0.1611,0.3019,30.0
2190,0.8818,0.1125,0.1125,0.8529,0.246,25.0
2191,0.0957,-0.034,-0.034,-0.1615,0.402,40.0
2192,-0.1995,-0.0538,-0.0538,0.765,0.0511,5.0
2193,0.4152,0.4043,0.4043,0.6443,0.3437,34.0
2194,0.4246,-0.0456,-0.0456,0.4929,0.1763,18.0
2195,-0.3035,0.0934,0.0934,0.0157,0.4445,44.0
2196,0.2238,-0.0677,-0.0677,0.1568,0.436,44.0
2197,0.4286,0.2345,0.2345,-0.1147,0.2682,27.0
2198,0.9437,-0.0442,-0.0442,0.6539,0.3258,33.0
2199,-0.2875,-0.1909,-0.1909,-0.2531,0.1543,15.0
2200,0.5362,-0.014,-0.014,-0.3453,0.2309,23.0
2201,0.3925,0.6109,0.6109,-0.0771,0.3899,39.0
2202,0.6415,-0.0422,-0.0422,0.5576,0.109,11.0
2203,0.1846,-0.0011,-0.0011,0.1896,0.2859,29.0
2204,0.1042,-0.4171,-0.4171,0.6459,0.3837,38.0
2205,0.0522,0.0728,0.0728,0.261,0.0964,10.0
2206,0.8724,0.0536,0.0536,0.4384,0.4906,49.0
2207,-0.2235,-0.0015,-0.0015,-0.224,0.2136,21.0
2208,0.7858,-0.2089,-0.2089,-0.2011,0.1575,16.0
2209,0.7629,0.3232,0.3232,0.1193,0.3217,32.0
2210,0.3457,-0.0621,-0.0621,0.2979,0.2651,27.0
2211,-0.0938,0.0027,0.0027,-0.2659,0.4401,44.0
2212,0.3418,-0.2041,-0.2041,0.4066,0.4544,45.0
2213,-0.4379,0.1206,0.1206,0.5422,0.1654,17.0
2214,0.775,0.0227,0.0227,0.7099,0.3337,33.0
2215,0.1086,-0.23,-0.23,-0.1907,0.0621,6.0
2216,-0.426,-0.1998,-0.1998,0.2552,0.2107,21.0
2217,0.0069,0.3301,0.3301,0.5002,0.4944,49.0
2218,0.6721,-0.2441,-0.2441,0.8099,0.0994,10.0
2219,-0.0338,0.0099,0.0099,0.1428,0.3798,38.0
2220,0.4055,-0.3488,-0.3488,0.3432,0.2756,28.0
2221,0.4109,0.0516,0.0516,0.0736,0.1202,12.0
2222,0.5261,0.1466,0.1466,0.8654,0.4001,40.0
2223,-0.2284,0.09,0.09,-0.3173,0.2198,22.0
2224,0.3909,-0.2487,-0.2487,-0.0328,0.3454,35.0
2225,0.8929,0.2926,0.2926,-0.2676,0.0776,8.0
2226,0.804,-0.0107,-0.0107,0.3852,0.4709,47.0
2227,0.0401,-0.0782,-0.0782,0.0947,0.178,18.0
2228,0.1115,-0.1042,-0.1042,0.9015,0.2526,25.0
2229,0.1334,0.2867,0.2867,0.2074,0.4236,42.0
2230,0.5901,0.1879,0.1879,0.3873,0.1419,14.0
2231,-0.2226,-0.0798,-0.0798,-0.4214,0.3101,31.0
2232,-0.1663,-0.4146,-0.4146,0.4314,0.4126,41.0
2233,0.2172,0.1459,0.1459,0.6831,0.2363,24.0
2234,0.6222,0.0053,0.0053,0.5676,0.2912,29.0
2235,-0.1924,0.3319,0.3319,-0.0539,0.1318,13.0
2236,0.3867,-0.081,-0.081,-0.0242,0.0877,9.0
2237,0.0363,0.2857,0.2857,0.0228,0.3643,36.0
2238,0.8755,-0.0187,-0.0187,0.8579,0.1942,19.0
2239,-0.2653,-0.1205,-0.1205,-0.0042,0.4819,48.0
2240,0.465,-0.4364,-0.4364,-0.041,0.2381,24.0
2241,0.7895,0.1847,0.1847,0.313,0.4108,41.0
2242,0.5876,-0.0421,-0.0421,0.3048,0.1301,13.0
2243,-0.2185,0.1957,0.1957,-0.2615,0.2929,29.0
2244,0.2109,-0.0067,-0.0067,0.3742,0.3625,36.0
2245,0.0242,0.4226,0.4226,0.3008,0.0895,9.0
2246,0.7464,-0.0305,-0.0305,0.8015,0.4836,48.0
2247,-0.0469,-0.0715,-0.0715,-0.344,0.1925,19.0
2248,-0.1563,-0.4169,-0.4169,0.2053,0.0724,7.0
2249,-0.214,0.3699,0.3699,0.5603,0.3506,35.0
2250,0.4509,-0.0487,-0.0487,0.7228,0.1833,18.0
2251,0.0847,0.009,0.009,0.0855,0.4656,47.0
2252,0.9805,-0.0812,-0.0812,-0.0137,0.4288,43.0
2253,0.2087,0.2021,0.2021,0.116,0.2473,25.0
2254,0.4494,0.2766,0.2766,0.8239,0.3048,30.0
2255,-0.1323,0.0107,0.0107,-0.1653,0.1472,15.0
2256,0.2428,-0.1409,-0.1409,-0.1464,0.4997,50.0
2257,0.6506,0.4667,0.4667,0.0852,0.2054,21.0
2258,0.7244,-0.2422,-0.2422,0.6387,0.3746,37.0
2259,0.0266,0.0137,0.0137,-0.1012,0.1047,10.0
2260,0.3487,-0.2977,-0.2977,0.5904,0.1149,11.0
2261,0.1337,0.0002,0.0002,0.5025,0.2808,28.0
2262,0.6502,0.0335,0.0335,0.5002,0.2251,23.0
2263,-0.3761,-0.0532,-0.0532,-0.4757,0.3948,39.0
2264,-0.1932,-0.3935,-0.3935,0.7529,0.32,32.0
2265,0.2444,0.3184,0.3184,0.5844,0.1593,16.0
2266,0.4973,0.082,0.082,0.4854,0.4418,44.0
2267,-0.2354,0.0671,0.0671,0.1599,0.2633,26.0
2268,0.3177,-0.3132,-0.3132,0.153,0.1672,17.0
2269,0.2672,0.0523,0.0523,-0.4688,0.4527,45.0
2270,0.6525,0.0619,0.0619,0.8732,0.0603,6.0
2271,-0.1811,-0.1671,-0.1671,0.0852,0.3354,34.0
2272,-0.2108,-0.1349,-0.1349,0.5812,0.3916,39.0
2273,0.1704,0.6429,0.6429,0.2621,0.2291,23.0
2274,0.3926,-0.1725,-0.1725,0.5766,0.2841,28.0
2275,0.1726,-0.1011,-0.1011,-0.0701,0.1108,11.0
2276,0.7283,-0.2542,-0.2542,0.3236,0.0946,9.0
2277,0.5093,0.1309,0.1309,0.0433,0.3855,39.0
2278,0.3678,0.0302,0.0302,0.79,0.2154,22.0
2279,-0.3291,-0.0301,-0.0301,-0.3133,0.4889,49.0
2280,0.7339,-0.1272,-0.1272,-0.4568,0.3385,34.0
2281,0.4066,0.2653,0.2653,0.3123,0.0564,6.0
2282,0.4661,0.0308,0.0308,0.5035,0.4498,45.0
2283,0.08,0.1545,0.1545,-0.3474,0.171,17.0
2284,0.1013,-0.1,-0.1,0.2888,0.2735,27.0
2285,-0.1109,0.1099,0.1099,0.3822,0.4308,43.0
2286,0.9304,-0.0,-0.0,0.9719,0.149,15.0
2287,-0.1054,-0.0697,-0.0697,-0.162,0.3311,33.0
2288,0.3673,-0.5472,-0.5472,0.4128,0.2037,20.0
2289,-0.0625,0.1847,0.1847,0.9671,0.4733,47.0
2290,0.3377,0.0342,0.0342,0.2663,0.0782,8.0
2291,-0.1534,0.0994,0.0994,-0.0674,0.3729,37.0
2292,0.4907,-0.1269,-0.1269,0.1018,0.2966,30.0
2293,0.2995,0.3254,0.3254,-0.1401,0.1273,13.0
2294,0.7467,-0.0437,-0.0437,0.7267,0.4073,41.0
2295,-0.4096,-0.0436,-0.0436,0.1226,0.2407,24.0
2296,0.0627,-0.4044,-0.4044,-0.0268,0.1365,14.0
2297,0.7408,0.1415,0.1415,-0.2115,0.3146,31.0
2298,0.8358,-0.0844,-0.0844,0.6178,0.2579,26.0
2299,0.1766,0.0908,0.0908,0.0711,0.4191,42.0
2300,-0.0366,-0.1602,-0.1602,0.6299,0.4614,46.0
2301,0.2207,0.0479,0.0479,0.3074,0.1866,19.0
2302,0.7356,0.1385,0.1385,0.6447,0.3549,35.0
2303,-0.4861,0.0086,0.0086,-0.2759,0.0689,7.0
2304,0.165,-0.4094,-0.4094,0.1103,0.4881,49.0
2305,0.7997,0.2067,0.2067,-0.4508,0.2162,22.0
2306,0.6326,-0.108,-0.108,0.3704,0.3844,38.0
2307,-0.002,-0.1224,-0.1224,0.1263,0.0957,10.0
2308,0.2708,-0.1514,-0.1514,0.8205,0.1099,11.0
2309,0.1261,0.2228,0.2228,0.478,0.285,29.0
2310,0.6352,0.1663,0.1663,0.5503,0.2284,23.0
2311,-0.2349,-0.0108,-0.0108,-0.3911,0.3924,39.0
2312,0.0728,-0.5877,-0.5877,0.2904,0.3303,33.0
2313,0.1291,0.0613,0.0613,0.6881,0.1499,15.0
2314,0.4752,-0.0172,-0.0172,0.522,0.4297,43.0
2315,-0.2262,0.1642,0.1642,-0.0249,0.2745,27.0
2316,0.2417,-0.0531,-0.0531,0.0065,0.17,17.0
2317,0.2659,0.2059,0.2059,-0.125,0.4507,45.0
2318,0.9573,0.0262,0.0262,0.9788,0.0557,6.0
2319,-0.1548,-0.0003,-0.0003,-0.0908,0.3392,34.0
2320,0.9392,-0.2046,-0.2046,-0.1755,0.24,24.0
2321,0.4621,0.4942,0.4942,0.4151,0.408,41.0
2322,0.3567,0.0299,0.0299,0.3832,0.1263,13.0
2323,0.0337,0.0675,0.0675,-0.1062,0.2976,30.0
2324,0.1961,-0.1307,-0.1307,0.3746,0.3719,37.0
2325,-0.3215,0.2544,0.2544,0.4472,0.0792,8.0
2326,0.6267,-0.0097,-0.0097,0.7427,0.4724,47.0
2327,-0.1257,-0.2701,-0.2701,-0.2537,0.2046,20.0
2328,-0.335,-0.1001,-0.1001,0.349,0.0682,7.0
2329,0.1929,0.5386,0.5386,0.3027,0.3557,36.0
2330,0.6228,-0.1318,-0.1318,0.7737,0.1857,19.0
2331,0.0239,0.0588,0.0588,0.1783,0.4623,46.0
2332,0.5494,-0.2929,-0.2929,0.0275,0.4181,42.0
2333,0.2827,0.0155,0.0155,0.2179,0.2589,26.0
2334,0.606,0.0096,0.0096,0.8634,0.3138,31.0
2335,-0.3014,0.0898,0.0898,-0.3593,0.1373,14.0
2336,-0.1731,-0.2713,-0.2713,0.5399,0.1934,19.0
2337,0.3476,0.3155,0.3155,0.7096,0.4827,48.0
2338,0.3971,-0.1431,-0.1431,0.4264,0.0902,9.0
2339,-0.4671,0.0546,0.0546,-0.0933,0.3618,36.0
2340,0.3281,-0.1165,-0.1165,0.2528,0.2938,29.0
2341,0.5753,0.0304,0.0304,-0.2432,0.1292,13.0
2342,0.8941,-0.0275,-0.0275,0.7786,0.4119,41.0
2343,-0.2679,-0.1443,-0.1443,-0.0104,0.237,24.0
2344,0.3548,-0.3438,-0.3438,-0.3569,0.1481,15.0
2345,0.3559,0.4584,0.4584,-0.0494,0.3039,30.0
2346,0.6559,-0.1437,-0.1437,0.6425,0.248,25.0
2347,0.1451,0.0014,0.0014,0.1375,0.4281,43.0
2348,0.3755,-0.4353,-0.4353,0.5809,0.4665,47.0
2349,-0.1027,0.0447,0.0447,0.429,0.1824,18.0
2350,0.8641,0.1737,0.1737,0.3402,0.3516,35.0
2351,-0.1856,-0.005,-0.005,-0.1924,0.0713,7.0
2352,-0.0251,-0.1806,-0.1806,0.1965,0.3958,40.0
2353,-0.0587,0.3368,0.3368,0.8572,0.2241,22.0
2354,0.3797,-0.0652,-0.0652,0.9764,0.2817,28.0
2355,-0.0375,0.0118,0.0118,-0.0331,0.1141,11.0
2356,0.735,-0.0025,-0.0025,0.0971,0.1054,11.0
2357,0.3276,0.1671,0.1671,0.19,0.3739,37.0
2358,0.5195,0.0824,0.0824,0.6762,0.2064,21.0
2359,-0.4297,-0.0146,-0.0146,-0.3649,0.4987,50.0
2360,0.4996,-0.5225,-0.5225,-0.0469,0.3365,34.0
2361,0.6487,0.2422,0.2422,0.0615,0.0593,6.0
2362,0.3826,0.0358,0.0358,0.5985,0.4535,45.0
2363,-0.0163,0.2455,0.2455,-0.0488,0.1664,17.0
2364,-0.0429,-0.0438,-0.0438,0.5886,0.2641,26.0
2365,-0.161,0.3596,0.3596,0.022,0.4411,44.0
2366,0.8243,0.0527,0.0527,0.7413,0.1602,16.0
2367,0.2113,-0.1291,-0.1291,-0.2563,0.319,32.0
2368,-0.1318,-0.4247,-0.4247,0.7059,0.061,6.0
2369,0.0716,0.154,0.154,0.8123,0.3348,33.0
2370,0.3183,-0.0011,-0.0011,0.3968,0.1646,16.0
2371,-0.1874,0.1004,0.1004,-0.112,0.4552,46.0
2372,0.5673,-0.041,-0.041,0.2236,0.4393,44.0
2373,0.1611,0.5344,0.5344,-0.0027,0.2658,27.0
2374,0.6659,0.034,0.034,0.7092,0.3208,32.0
2375,-0.332,-0.1587,-0.1587,0.1282,0.1584,16.0
2376,0.1333,-0.2905,-0.2905,-0.3084,0.2188,22.0
2377,0.6428,0.228,0.228,-0.1284,0.4011,40.0
2378,0.914,-0.0271,-0.0271,0.4581,0.1193,12.0
2379,0.0233,0.103,0.103,-0.036,0.2764,28.0
2380,0.0002,-0.1219,-0.1219,0.7849,0.3791,38.0
2381,0.2547,0.1207,0.1207,0.2784,0.1001,10.0
2382,0.8336,0.2039,0.2039,0.6293,0.4935,49.0
2383,-0.3164,0.0646,0.0646,-0.169,0.2116,21.0
2384,-0.1398,-0.1471,-0.1471,0.4322,0.3091,31.0
2385,-0.1488,0.4928,0.4928,0.6963,0.1429,14.0
2386,0.5166,-0.143,-0.143,0.6185,0.4229,42.0
2387,0.0652,-0.0011,-0.0011,0.0271,0.2533,25.0
2388,0.6268,-0.4258,-0.4258,0.5133,0.1771,18.0
2389,0.481,0.069,0.069,-0.0242,0.4717,47.0
2390,0.3522,0.1103,0.1103,0.6235,0.0766,8.0
2391,-0.3941,-0.1408,-0.1408,-0.2394,0.3464,35.0
2392,0.6287,-0.2678,-0.2678,-0.2364,0.481,48.0
2393,0.6651,0.2209,0.2209,0.3512,0.1952,20.0
2394,0.5728,-0.0106,-0.0106,0.5684,0.3635,36.0
2395,0.1594,0.0562,0.0562,-0.4421,0.0885,9.0
2396,0.1445,-0.2392,-0.2392,0.1523,0.131,13.0
2397,-0.2533,0.0946,0.0946,0.2347,0.292,29.0
2398,0.8906,0.0249,0.0249,0.8356,0.2352,24.0
2399,-0.0846,-0.1033,-0.1033,-0.1806,0.4136,41.0
2400,0.4314,-0.0614,-0.0614,-0.2224,0.3574,36.0
2401,0.4405,0.5406,0.5406,0.2196,0.0665,7.0
2402,0.7508,-0.2427,-0.2427,0.4063,0.4606,46.0
2403,-0.1081,-0.0397,-0.0397,0.0201,0.1874,19.0
2404,0.3187,-0.215,-0.215,0.5183,0.2572,26.0
2405,0.2338,0.1194,0.1194,0.4968,0.4198,42.0
2406,0.7998,0.0503,0.0503,0.5408,0.1391,14.0
2407,-0.4213,0.0775,0.0775,-0.4189,0.3121,31.0
2408,-0.458,-0.0391,-0.0391,0.9485,0.4027,40.0
2409,0.1579,0.3428,0.3428,0.4028,0.2453,25.0
2410,0.4743,0.0968,0.0968,0.3081,0.3028,30.0
2411,-0.1882,0.0725,0.0725,0.0944,0.121,12.0
2412,0.3953,-0.2077,-0.2077,0.1667,0.0845,8.0
2413,0.3179,0.2281,0.2281,-0.2444,0.3667,37.0
2414,0.7721,0.0242,0.0242,0.9497,0.1993,20.0
2415,-0.0667,-0.1586,-0.1586,-0.0242,0.4777,48.0
2416,0.4252,-0.4432,-0.4432,0.171,0.1551,16.0
2417,0.9747,0.052,0.052,0.104,0.325,33.0
2418,0.4529,-0.0257,-0.0257,0.3663,0.2692,27.0
2419,-0.0678,0.1572,0.1572,-0.3063,0.435,44.0
2420,0.1136,-0.0784,-0.0784,0.2922,0.4454,45.0
2421,0.0247,0.2772,0.2772,0.302,0.1753,18.0
2422,0.8034,-0.1414,-0.1414,0.831,0.3444,34.0
2423,-0.078,-0.0524,-0.0524,-0.4144,0.0504,5.0
2424,-0.071,-0.4752,-0.4752,0.2871,0.2144,21.0
2425,-0.4177,0.0154,0.0154,0.746,0.4898,49.0
2426,0.5951,-0.0192,-0.0192,0.6878,0.0974,10.0
2427,0.2256,0.0091,0.0091,0.2436,0.3827,38.0
2428,0.7607,-0.2551,-0.2551,0.02,0.2868,29.0
2429,0.2571,0.1424,0.1424,0.0752,0.1081,11.0
2430,0.5477,0.2275,0.2275,0.6179,0.3906,39.0
2431,-0.2797,0.0025,0.0025,-0.301,0.2301,23.0
2432,0.6831,-0.3373,-0.3373,-0.1716,0.4327,43.0
2433,0.6465,0.2982,0.2982,0.318,0.2716,27.0
2434,0.4243,-0.0745,-0.0745,0.4039,0.3291,33.0
2435,-0.0673,0.0361,0.0361,-0.3506,0.1511,15.0
2436,0.2574,-0.0253,-0.0253,0.2742,0.0545,5.0
2437,-0.175,0.0261,0.0261,0.5983,0.3404,34.0
2438,0.7579,-0.0395,-0.0395,0.9086,0.173,17.0
2439,-0.164,-0.1123,-0.1123,-0.3491,0.4477,45.0
2440,-0.2902,-0.3408,-0.3408,0.427,0.3874,39.0
2441,-0.1329,0.5236,0.5236,0.3408,0.0927,9.0
2442,0.5543,-0.0723,-0.0723,0.5556,0.4869,49.0
2443,0.1543,-0.0158,-0.0158,0.0775,0.2174,22.0
2444,0.5523,-0.4377,-0.4377,0.3605,0.2272,23.0
2445,0.3591,0.0273,0.0273,0.0641,0.3936,39.0
2446,0.4481,0.1515,0.1515,0.9433,0.1128,11.0
2447,-0.1866,0.0313,0.0313,-0.2327,0.282,28.0
2448,0.2454,-0.2369,-0.2369,-0.0684,0.1847,18.0
2449,0.8363,0.3469,0.3469,-0.1789,0.4633,46.0
2450,0.8177,-0.0494,-0.0494,0.4011,0.0709,7.0
2451,0.019,0.0341,0.0341,0.0075,0.3529,35.0
2452,0.1201,-0.0138,-0.0138,0.7079,0.3166,32.0
2453,0.3289,0.1268,0.1268,0.4219,0.1346,13.0
2454,0.6349,0.0166,0.0166,0.6029,0.4171,42.0
2455,-0.4341,-0.0048,-0.0048,-0.456,0.2599,26.0
2456,0.0368,-0.595,-0.595,0.6031,0.1253,13.0
2457,0.0543,0.2858,0.2858,0.6965,0.2986,30.0
2458,0.5277,0.035,0.035,0.3102,0.2428,24.0
2459,-0.0002,0.1772,0.1772,0.0263,0.4052,41.0
2460,0.4755,-0.0302,-0.0302,-0.1154,0.4752,48.0
2461,0.047,0.3096,0.3096,-0.1344,0.2018,20.0
2462,0.766,0.0534,0.0534,0.8475,0.371,37.0
2463,-0.1997,-0.0759,-0.0759,0.065,0.0802,8.0
2464,0.1077,-0.3834,-0.3834,0.1644,0.2488,25.0
2465,-0.293,0.1883,0.1883,0.8728,0.4274,43.0
2466,0.3269,-0.1741,-0.1741,0.7175,0.1456,15.0
2467,0.0645,-0.1031,-0.1031,-0.0335,0.3064,31.0
2468,0.8838,-0.1928,-0.1928,0.2123,0.3491,35.0
2469,0.433,0.2629,0.2629,0.0323,0.0739,7.0
2470,0.4503,0.2535,0.2535,0.5984,0.4673,47.0
2471,-0.3219,-0.0058,-0.0058,-0.2092,0.1816,18.0
2472,0.1847,-0.5667,-0.5667,-0.0064,0.091,9.0
2473,0.6641,0.0546,0.0546,0.2025,0.361,36.0
2474,0.5469,-0.0169,-0.0169,0.4974,0.1908,19.0
2475,0.0006,0.2561,0.2561,-0.3391,0.4853,49.0
2476,0.0348,-0.0806,-0.0806,0.3999,0.4094,41.0
2477,-0.1399,0.2399,0.2399,0.3235,0.2395,24.0
2478,0.9071,0.0281,0.0281,0.8865,0.2945,29.0
2479,0.0222,-0.0046,-0.0046,-0.1788,0.1285,13.0
2480,-0.1047,-0.1898,-0.1898,0.8167,0.4512,45.0
2481,0.4806,0.4729,0.4729,0.4884,0.1687,17.0
2482,0.3728,0.011,0.011,0.3629,0.3371,34.0
2483,-0.2582,0.0992,0.0992,-0.0497,0.0587,6.0
2484,0.5094,-0.205,-0.205,0.2082,0.1608,16.0
2485,0.3883,0.2282,0.2282,-0.356,0.3185,32.0
2486,0.6767,0.0017,0.0017,0.6953,0.2618,26.0
2487,-0.1875,-0.3175,-0.3175,-0.0487,0.4434,44.0
2488,0.3308,-0.088,-0.088,-0.3625,0.2794,28.0
2489,0.3546,0.419,0.419,0.2387,0.1164,12.0
2490,0.8777,-0.1537,-0.1537,0.7081,0.3963,40.0
2491,0.1906,0.0872,0.0872,-0.0306,0.2235,22.0
2492,0.1096,-0.3021,-0.3021,0.6083,0.2069,21.0
2493,0.1049,0.0502,0.0502,0.2966,0.4982,50.0
2494,0.8391,0.0133,0.0133,0.4395,0.1031,10.0
2495,-0.371,0.0473,0.0473,-0.3397,0.3762,38.0
2496,-0.2959,-0.0431,-0.0431,0.265,0.1181,12.0
2497,0.2075,0.5144,0.5144,0.4531,0.2776,28.0
2498,0.4427,-0.2622,-0.2622,0.8049,0.2218,22.0
2499,-0.0853,0.0104,0.0104,-0.0528,0.3981,40.0
2500,0.6002,-0.2634,-0.2634,0.3815,0.4965,50.0
2501,0.5415,0.1731,0.1731,0.19,0.2087,21.0
2502,0.5206,0.0395,0.0395,0.7309,0.3779,38.0
